order_id,customer_id,order_date,subscription_type,plan_type,revenue,profit,order_type
ORD_361,CUST_1035,2022-04-01,monthly,Basic,75,56.25,recurring
ORD_362,CUST_1035,2022-05-01,monthly,Basic,75,56.25,recurring
ORD_363,CUST_1035,2022-06-01,monthly,Basic,75,56.25,recurring
ORD_364,CUST_1035,2022-07-01,monthly,Basic,75,56.25,recurring
ORD_365,CUST_1035,2022-08-01,monthly,Basic,75,56.25,recurring
ORD_366,CUST_1035,2022-09-01,monthly,Basic,75,56.25,recurring
ORD_367,CUST_1035,2022-10-01,monthly,Basic,75,56.25,recurring
ORD_368,CUST_1035,2022-11-01,monthly,Basic,75,56.25,recurring
ORD_369,CUST_1035,2022-12-01,monthly,Basic,75,56.25,recurring
ORD_370,CUST_1035,2023-01-01,monthly,Basic,75,56.25,recurring
ORD_371,CUST_1035,2023-02-01,monthly,Basic,75,56.25,recurring
ORD_372,CUST_1035,2023-03-01,monthly,Basic,75,56.25,recurring
ORD_373,CUST_1035,2023-04-01,monthly,Basic,75,56.25,recurring
ORD_374,CUST_1035,2023-05-01,monthly,Basic,75,56.25,recurring
ORD_375,CUST_1035,2023-06-01,monthly,Basic,75,56.25,recurring
ORD_376,CUST_1035,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_377,CUST_1035,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_378,CUST_1035,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_379,CUST_1035,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_380,CUST_1035,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_381,CUST_1035,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_382,CUST_1035,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_383,CUST_1035,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_384,CUST_1035,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_385,CUST_1035,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_386,CUST_1035,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_387,CUST_1035,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_388,CUST_1035,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_389,CUST_1035,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_390,CUST_1035,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_391,CUST_1035,2024-10-01,monthly,Basic,75,56.25,recurring
ORD_392,CUST_1035,2024-11-01,monthly,Basic,75,56.25,recurring
ORD_393,CUST_1035,2024-12-01,monthly,Basic,75,56.25,recurring
ORD_394,CUST_1035,2025-01-01,monthly,Basic,75,56.25,recurring
ORD_395,CUST_1036,2023-06-28,annual,Basic,600,450.0,initial
ORD_396,CUST_1036,2024-06-01,annual,Basic,600,450.0,renewal
ORD_397,CUST_1037,2022-12-20,annual,Basic,600,450.0,initial
ORD_398,CUST_1037,2023-12-01,annual,Basic,600,450.0,renewal
ORD_399,CUST_1037,2024-12-01,annual,Basic,600,450.0,renewal
ORD_400,CUST_1038,2023-02-21,annual,Pro,1440,1152.0,initial
ORD_401,CUST_1038,2024-02-01,annual,Enterprise,3600,3060.0,renewal
ORD_402,CUST_1039,2022-12-16,monthly,Basic,75,56.25,initial
ORD_403,CUST_1039,2023-01-01,monthly,Basic,75,56.25,recurring
ORD_404,CUST_1039,2023-02-01,monthly,Basic,75,56.25,recurring
ORD_405,CUST_1039,2023-03-01,monthly,Basic,75,56.25,recurring
ORD_406,CUST_1039,2023-04-01,monthly,Basic,75,56.25,recurring
ORD_407,CUST_1039,2023-05-01,monthly,Basic,75,56.25,recurring
ORD_408,CUST_1039,2023-06-01,monthly,Basic,75,56.25,recurring
ORD_409,CUST_1039,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_410,CUST_1039,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_411,CUST_1039,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_412,CUST_1039,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_413,CUST_1039,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_414,CUST_1039,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_415,CUST_1039,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_416,CUST_1039,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_417,CUST_1039,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_418,CUST_1039,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_419,CUST_1039,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_420,CUST_1039,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_421,CUST_1039,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_422,CUST_1039,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_423,CUST_1039,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_424,CUST_1039,2024-10-01,monthly,Pro,135,108.0,recurring
ORD_425,CUST_1039,2024-11-01,monthly,Pro,135,108.0,recurring
ORD_426,CUST_1039,2024-12-01,monthly,Pro,135,108.0,recurring
ORD_427,CUST_1039,2025-01-01,monthly,Pro,135,108.0,recurring
ORD_428,CUST_1040,2022-08-23,annual,Basic,600,450.0,initial
ORD_429,CUST_1040,2023-08-01,annual,Basic,600,450.0,renewal
ORD_430,CUST_1041,2023-04-02,monthly,Basic,75,56.25,initial
ORD_431,CUST_1041,2023-05-01,monthly,Basic,75,56.25,recurring
ORD_432,CUST_1041,2023-06-01,monthly,Basic,75,56.25,recurring
ORD_433,CUST_1041,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_434,CUST_1041,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_435,CUST_1041,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_436,CUST_1041,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_437,CUST_1041,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_438,CUST_1042,2022-03-07,monthly,Basic,75,56.25,initial
ORD_439,CUST_1042,2022-04-01,monthly,Basic,75,56.25,recurring
ORD_440,CUST_1042,2022-05-01,monthly,Pro,135,108.0,recurring
ORD_441,CUST_1042,2022-06-01,monthly,Pro,135,108.0,recurring
ORD_442,CUST_1042,2022-07-01,monthly,Pro,135,108.0,recurring
ORD_443,CUST_1042,2022-08-01,monthly,Pro,135,108.0,recurring
ORD_444,CUST_1042,2022-09-01,monthly,Pro,135,108.0,recurring
ORD_445,CUST_1042,2022-10-01,monthly,Pro,135,108.0,recurring
ORD_446,CUST_1042,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_447,CUST_1042,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_448,CUST_1042,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_449,CUST_1042,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_450,CUST_1042,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_451,CUST_1042,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_452,CUST_1042,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_453,CUST_1042,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_454,CUST_1042,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_455,CUST_1042,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_456,CUST_1042,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_457,CUST_1042,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_458,CUST_1042,2023-11-01,monthly,Pro,135,108.0,recurring
ORD_459,CUST_1042,2023-12-01,monthly,Pro,135,108.0,recurring
ORD_460,CUST_1042,2024-01-01,monthly,Pro,135,108.0,recurring
ORD_461,CUST_1042,2024-02-01,monthly,Pro,135,108.0,recurring
ORD_462,CUST_1042,2024-03-01,monthly,Pro,135,108.0,recurring
ORD_463,CUST_1042,2024-04-01,monthly,Pro,135,108.0,recurring
ORD_464,CUST_1042,2024-05-01,monthly,Pro,135,108.0,recurring
ORD_465,CUST_1042,2024-06-01,monthly,Pro,135,108.0,recurring
ORD_466,CUST_1042,2024-07-01,monthly,Pro,135,108.0,recurring
ORD_467,CUST_1042,2024-08-01,monthly,Pro,135,108.0,recurring
ORD_468,CUST_1042,2024-09-01,monthly,Pro,135,108.0,recurring
ORD_469,CUST_1042,2024-10-01,monthly,Pro,135,108.0,recurring
ORD_470,CUST_1042,2024-11-01,monthly,Enterprise,315,267.75,recurring
ORD_471,CUST_1042,2024-12-01,monthly,Enterprise,315,267.75,recurring
ORD_472,CUST_1042,2025-01-01,monthly,Enterprise,315,267.75,recurring
ORD_473,CUST_1043,2023-05-17,monthly,Basic,75,56.25,initial
ORD_474,CUST_1043,2023-06-01,monthly,Basic,75,56.25,recurring
ORD_475,CUST_1043,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_476,CUST_1043,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_477,CUST_1043,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_478,CUST_1043,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_479,CUST_1043,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_480,CUST_1043,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_481,CUST_1043,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_482,CUST_1043,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_483,CUST_1043,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_484,CUST_1043,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_485,CUST_1043,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_486,CUST_1043,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_487,CUST_1043,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_488,CUST_1043,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_489,CUST_1043,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_490,CUST_1043,2024-10-01,monthly,Basic,75,56.25,recurring
ORD_491,CUST_1043,2024-11-01,monthly,Basic,75,56.25,recurring
ORD_492,CUST_1043,2024-12-01,monthly,Pro,135,108.0,recurring
ORD_493,CUST_1043,2025-01-01,monthly,Pro,135,108.0,recurring
ORD_494,CUST_1044,2023-01-09,annual,Pro,1440,1152.0,initial
ORD_495,CUST_1044,2024-01-01,annual,Enterprise,3600,3060.0,renewal
ORD_496,CUST_1045,2023-01-02,annual,Pro,1440,1152.0,initial
ORD_497,CUST_1045,2024-01-01,annual,Pro,1440,1152.0,renewal
ORD_498,CUST_1046,2022-07-19,annual,Basic,600,450.0,initial
ORD_499,CUST_1046,2023-07-01,annual,Basic,600,450.0,renewal
ORD_500,CUST_1046,2024-07-01,annual,Basic,600,450.0,renewal
ORD_501,CUST_1047,2023-02-24,monthly,Pro,135,108.0,initial
ORD_502,CUST_1047,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_503,CUST_1047,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_504,CUST_1047,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_505,CUST_1047,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_506,CUST_1047,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_507,CUST_1047,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_508,CUST_1047,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_509,CUST_1047,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_510,CUST_1047,2023-11-01,monthly,Pro,135,108.0,recurring
ORD_511,CUST_1047,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_512,CUST_1047,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_513,CUST_1047,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_514,CUST_1047,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_515,CUST_1047,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_516,CUST_1047,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_517,CUST_1047,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_518,CUST_1047,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_519,CUST_1047,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_520,CUST_1047,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_521,CUST_1047,2024-10-01,monthly,Basic,75,56.25,recurring
ORD_522,CUST_1047,2024-11-01,monthly,Basic,75,56.25,recurring
ORD_523,CUST_1047,2024-12-01,monthly,Basic,75,56.25,recurring
ORD_524,CUST_1047,2025-01-01,monthly,Basic,75,56.25,recurring
ORD_525,CUST_1048,2023-01-09,annual,Basic,600,450.0,initial
ORD_526,CUST_1048,2024-01-01,annual,Basic,600,450.0,renewal
ORD_527,CUST_1049,2022-09-16,annual,Basic,600,450.0,initial
ORD_528,CUST_1049,2023-09-01,annual,Basic,600,450.0,renewal
ORD_529,CUST_1049,2024-09-01,annual,Basic,600,450.0,renewal
ORD_530,CUST_1050,2023-03-27,annual,Basic,600,450.0,initial
ORD_531,CUST_1050,2024-03-01,annual,Basic,600,450.0,renewal
ORD_532,CUST_1051,2022-10-08,annual,Pro,1440,1152.0,initial
ORD_533,CUST_1051,2023-10-01,annual,Pro,1440,1152.0,renewal
ORD_534,CUST_1051,2024-10-01,annual,Pro,1440,1152.0,renewal
ORD_535,CUST_1052,2022-10-29,annual,Pro,1440,1152.0,initial
ORD_536,CUST_1052,2023-10-01,annual,Pro,1440,1152.0,renewal
ORD_537,CUST_1053,2022-10-19,monthly,Enterprise,315,267.75,initial
ORD_538,CUST_1053,2022-11-01,monthly,Enterprise,315,267.75,recurring
ORD_539,CUST_1053,2022-12-01,monthly,Enterprise,315,267.75,recurring
ORD_540,CUST_1053,2023-01-01,monthly,Enterprise,315,267.75,recurring
ORD_541,CUST_1053,2023-02-01,monthly,Enterprise,315,267.75,recurring
ORD_542,CUST_1053,2023-03-01,monthly,Enterprise,315,267.75,recurring
ORD_543,CUST_1053,2023-04-01,monthly,Enterprise,315,267.75,recurring
ORD_544,CUST_1053,2023-05-01,monthly,Enterprise,315,267.75,recurring
ORD_545,CUST_1053,2023-06-01,monthly,Enterprise,315,267.75,recurring
ORD_546,CUST_1053,2023-07-01,monthly,Enterprise,315,267.75,recurring
ORD_547,CUST_1053,2023-08-01,monthly,Enterprise,315,267.75,recurring
ORD_548,CUST_1053,2023-09-01,monthly,Enterprise,315,267.75,recurring
ORD_549,CUST_1053,2023-10-01,monthly,Enterprise,315,267.75,recurring
ORD_550,CUST_1053,2023-11-01,monthly,Enterprise,315,267.75,recurring
ORD_551,CUST_1053,2023-12-01,monthly,Enterprise,315,267.75,recurring
ORD_552,CUST_1053,2024-01-01,monthly,Enterprise,315,267.75,recurring
ORD_553,CUST_1053,2024-02-01,monthly,Enterprise,315,267.75,recurring
ORD_554,CUST_1053,2024-03-01,monthly,Enterprise,315,267.75,recurring
ORD_555,CUST_1053,2024-04-01,monthly,Enterprise,315,267.75,recurring
ORD_556,CUST_1053,2024-05-01,monthly,Enterprise,315,267.75,recurring
ORD_557,CUST_1053,2024-06-01,monthly,Enterprise,315,267.75,recurring
ORD_558,CUST_1053,2024-07-01,monthly,Enterprise,315,267.75,recurring
ORD_559,CUST_1053,2024-08-01,monthly,Enterprise,315,267.75,recurring
ORD_560,CUST_1053,2024-09-01,monthly,Enterprise,315,267.75,recurring
ORD_561,CUST_1053,2024-10-01,monthly,Enterprise,315,267.75,recurring
ORD_562,CUST_1053,2024-11-01,monthly,Enterprise,315,267.75,recurring
ORD_563,CUST_1053,2024-12-01,monthly,Enterprise,315,267.75,recurring
ORD_564,CUST_1053,2025-01-01,monthly,Enterprise,315,267.75,recurring
ORD_565,CUST_1054,2023-03-08,annual,Pro,1440,1152.0,initial
ORD_566,CUST_1054,2024-03-01,annual,Pro,1440,1152.0,renewal
ORD_567,CUST_1055,2023-06-15,monthly,Pro,135,108.0,initial
ORD_568,CUST_1055,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_569,CUST_1055,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_570,CUST_1055,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_571,CUST_1055,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_572,CUST_1055,2023-11-01,monthly,Pro,135,108.0,recurring
ORD_573,CUST_1055,2023-12-01,monthly,Pro,135,108.0,recurring
ORD_574,CUST_1055,2024-01-01,monthly,Pro,135,108.0,recurring
ORD_575,CUST_1055,2024-02-01,monthly,Pro,135,108.0,recurring
ORD_576,CUST_1055,2024-03-01,monthly,Pro,135,108.0,recurring
ORD_577,CUST_1055,2024-04-01,monthly,Pro,135,108.0,recurring
ORD_578,CUST_1055,2024-05-01,monthly,Pro,135,108.0,recurring
ORD_579,CUST_1055,2024-06-01,monthly,Pro,135,108.0,recurring
ORD_580,CUST_1055,2024-07-01,monthly,Pro,135,108.0,recurring
ORD_581,CUST_1055,2024-08-01,monthly,Pro,135,108.0,recurring
ORD_582,CUST_1055,2024-09-01,monthly,Pro,135,108.0,recurring
ORD_583,CUST_1055,2024-10-01,monthly,Pro,135,108.0,recurring
ORD_584,CUST_1055,2024-11-01,monthly,Pro,135,108.0,recurring
ORD_585,CUST_1055,2024-12-01,monthly,Pro,135,108.0,recurring
ORD_586,CUST_1055,2025-01-01,monthly,Pro,135,108.0,recurring
ORD_587,CUST_1056,2022-12-24,annual,Pro,1440,1152.0,initial
ORD_588,CUST_1056,2023-12-01,annual,Pro,1440,1152.0,renewal
ORD_589,CUST_1056,2024-12-01,annual,Pro,1440,1152.0,renewal
ORD_590,CUST_1057,2023-05-14,annual,Basic,600,450.0,initial
ORD_591,CUST_1057,2024-05-01,annual,Basic,600,450.0,renewal
ORD_592,CUST_1058,2022-09-17,monthly,Pro,135,108.0,initial
ORD_593,CUST_1058,2022-10-01,monthly,Pro,135,108.0,recurring
ORD_594,CUST_1058,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_595,CUST_1058,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_596,CUST_1058,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_597,CUST_1058,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_598,CUST_1058,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_599,CUST_1058,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_600,CUST_1058,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_601,CUST_1058,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_602,CUST_1058,2023-07-01,monthly,Enterprise,315,267.75,recurring
ORD_603,CUST_1059,2022-10-02,monthly,Pro,135,108.0,initial
ORD_604,CUST_1059,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_605,CUST_1059,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_606,CUST_1059,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_607,CUST_1059,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_608,CUST_1059,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_609,CUST_1059,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_610,CUST_1059,2023-05-01,monthly,Enterprise,315,267.75,recurring
ORD_611,CUST_1059,2023-06-01,monthly,Enterprise,315,267.75,recurring
ORD_612,CUST_1059,2023-07-01,monthly,Enterprise,315,267.75,recurring
ORD_613,CUST_1059,2023-08-01,monthly,Enterprise,315,267.75,recurring
ORD_614,CUST_1059,2023-09-01,monthly,Enterprise,315,267.75,recurring
ORD_615,CUST_1059,2023-10-01,monthly,Enterprise,315,267.75,recurring
ORD_616,CUST_1059,2023-11-01,monthly,Enterprise,315,267.75,recurring
ORD_617,CUST_1059,2023-12-01,monthly,Enterprise,315,267.75,recurring
ORD_618,CUST_1059,2024-01-01,monthly,Pro,135,108.0,recurring
ORD_619,CUST_1059,2024-02-01,monthly,Pro,135,108.0,recurring
ORD_620,CUST_1059,2024-03-01,monthly,Pro,135,108.0,recurring
ORD_621,CUST_1059,2024-04-01,monthly,Pro,135,108.0,recurring
ORD_622,CUST_1059,2024-05-01,monthly,Pro,135,108.0,recurring
ORD_623,CUST_1059,2024-06-01,monthly,Pro,135,108.0,recurring
ORD_624,CUST_1059,2024-07-01,monthly,Pro,135,108.0,recurring
ORD_625,CUST_1059,2024-08-01,monthly,Pro,135,108.0,recurring
ORD_626,CUST_1059,2024-09-01,monthly,Pro,135,108.0,recurring
ORD_627,CUST_1059,2024-10-01,monthly,Pro,135,108.0,recurring
ORD_628,CUST_1059,2024-11-01,monthly,Enterprise,315,267.75,recurring
ORD_629,CUST_1059,2024-12-01,monthly,Enterprise,315,267.75,recurring
ORD_630,CUST_1059,2025-01-01,monthly,Enterprise,315,267.75,recurring
ORD_631,CUST_1060,2022-01-31,annual,Basic,600,450.0,initial
ORD_632,CUST_1060,2023-01-01,annual,Basic,600,450.0,renewal
ORD_633,CUST_1060,2024-01-01,annual,Enterprise,3600,3060.0,renewal
ORD_634,CUST_1061,2022-01-03,monthly,Basic,75,56.25,initial
ORD_635,CUST_1061,2022-02-01,monthly,Basic,75,56.25,recurring
ORD_636,CUST_1061,2022-03-01,monthly,Basic,75,56.25,recurring
ORD_637,CUST_1061,2022-04-01,monthly,Pro,135,108.0,recurring
ORD_638,CUST_1061,2022-05-01,monthly,Pro,135,108.0,recurring
ORD_639,CUST_1061,2022-06-01,monthly,Pro,135,108.0,recurring
ORD_640,CUST_1061,2022-07-01,monthly,Pro,135,108.0,recurring
ORD_641,CUST_1061,2022-08-01,monthly,Pro,135,108.0,recurring
ORD_642,CUST_1061,2022-09-01,monthly,Pro,135,108.0,recurring
ORD_643,CUST_1061,2022-10-01,monthly,Pro,135,108.0,recurring
ORD_644,CUST_1061,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_645,CUST_1061,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_646,CUST_1061,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_647,CUST_1061,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_648,CUST_1061,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_649,CUST_1061,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_650,CUST_1061,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_651,CUST_1061,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_652,CUST_1061,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_653,CUST_1061,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_654,CUST_1061,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_655,CUST_1061,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_656,CUST_1061,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_657,CUST_1061,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_658,CUST_1061,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_659,CUST_1061,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_660,CUST_1061,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_661,CUST_1061,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_662,CUST_1061,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_663,CUST_1061,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_664,CUST_1061,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_665,CUST_1061,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_666,CUST_1061,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_667,CUST_1061,2024-10-01,monthly,Basic,75,56.25,recurring
ORD_668,CUST_1061,2024-11-01,monthly,Basic,75,56.25,recurring
ORD_669,CUST_1061,2024-12-01,monthly,Basic,75,56.25,recurring
ORD_670,CUST_1061,2025-01-01,monthly,Basic,75,56.25,recurring
ORD_671,CUST_1062,2022-04-24,annual,Basic,600,450.0,initial
ORD_672,CUST_1062,2023-04-01,annual,Pro,1440,1152.0,renewal
ORD_673,CUST_1063,2022-07-02,annual,Enterprise,3600,3060.0,initial
ORD_674,CUST_1063,2023-07-01,annual,Enterprise,3600,3060.0,renewal
ORD_675,CUST_1063,2024-07-01,annual,Enterprise,3600,3060.0,renewal
ORD_676,CUST_1064,2022-03-09,annual,Pro,1440,1152.0,initial
ORD_677,CUST_1065,2022-03-28,annual,Basic,600,450.0,initial
ORD_678,CUST_1065,2023-03-01,annual,Basic,600,450.0,renewal
ORD_679,CUST_1065,2024-03-01,annual,Basic,600,450.0,renewal
ORD_680,CUST_1066,2022-03-30,monthly,Pro,135,108.0,initial
ORD_681,CUST_1066,2022-04-01,monthly,Pro,135,108.0,recurring
ORD_682,CUST_1066,2022-05-01,monthly,Pro,135,108.0,recurring
ORD_683,CUST_1066,2022-06-01,monthly,Pro,135,108.0,recurring
ORD_684,CUST_1066,2022-07-01,monthly,Pro,135,108.0,recurring
ORD_685,CUST_1066,2022-08-01,monthly,Pro,135,108.0,recurring
ORD_686,CUST_1066,2022-09-01,monthly,Pro,135,108.0,recurring
ORD_687,CUST_1066,2022-10-01,monthly,Pro,135,108.0,recurring
ORD_688,CUST_1066,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_689,CUST_1066,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_690,CUST_1066,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_691,CUST_1066,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_692,CUST_1066,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_693,CUST_1066,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_694,CUST_1066,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_695,CUST_1066,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_696,CUST_1066,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_697,CUST_1066,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_698,CUST_1066,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_699,CUST_1066,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_700,CUST_1066,2023-11-01,monthly,Pro,135,108.0,recurring
ORD_701,CUST_1066,2023-12-01,monthly,Pro,135,108.0,recurring
ORD_702,CUST_1066,2024-01-01,monthly,Pro,135,108.0,recurring
ORD_703,CUST_1066,2024-02-01,monthly,Pro,135,108.0,recurring
ORD_704,CUST_1066,2024-03-01,monthly,Pro,135,108.0,recurring
ORD_705,CUST_1066,2024-04-01,monthly,Pro,135,108.0,recurring
ORD_706,CUST_1066,2024-05-01,monthly,Pro,135,108.0,recurring
ORD_707,CUST_1066,2024-06-01,monthly,Pro,135,108.0,recurring
ORD_708,CUST_1066,2024-07-01,monthly,Pro,135,108.0,recurring
ORD_709,CUST_1066,2024-08-01,monthly,Pro,135,108.0,recurring
ORD_710,CUST_1066,2024-09-01,monthly,Pro,135,108.0,recurring
ORD_711,CUST_1066,2024-10-01,monthly,Pro,135,108.0,recurring
ORD_712,CUST_1066,2024-11-01,monthly,Pro,135,108.0,recurring
ORD_713,CUST_1066,2024-12-01,monthly,Pro,135,108.0,recurring
ORD_714,CUST_1066,2025-01-01,monthly,Pro,135,108.0,recurring
ORD_715,CUST_1067,2022-04-23,annual,Pro,1440,1152.0,initial
ORD_716,CUST_1067,2023-04-01,annual,Pro,1440,1152.0,renewal
ORD_717,CUST_1067,2024-04-01,annual,Enterprise,3600,3060.0,renewal
ORD_718,CUST_1068,2022-08-13,monthly,Basic,75,56.25,initial
ORD_719,CUST_1068,2022-09-01,monthly,Basic,75,56.25,recurring
ORD_720,CUST_1068,2022-10-01,monthly,Basic,75,56.25,recurring
ORD_721,CUST_1068,2022-11-01,monthly,Basic,75,56.25,recurring
ORD_722,CUST_1068,2022-12-01,monthly,Basic,75,56.25,recurring
ORD_723,CUST_1068,2023-01-01,monthly,Basic,75,56.25,recurring
ORD_724,CUST_1068,2023-02-01,monthly,Basic,75,56.25,recurring
ORD_725,CUST_1068,2023-03-01,monthly,Basic,75,56.25,recurring
